"","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","AREA_SQMI","E_TOTPOP","M_TOTPOP","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP","MP_NOHSDP","EP_UNINSUR","MP_UNINSUR","EP_AGE65","MP_AGE65","EP_AGE17","MP_AGE17","EP_DISABL","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG","MP_LIMENG","EP_MINRTY","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ","MP_GROUPQ","EPL_POV150","EPL_UNEMP","EPL_HBURD","EPL_NOHSDP","EPL_UNINSUR","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","EPL_LIMENG","SPL_THEME2","RPL_THEME2","EPL_MINRTY","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE","GeoLevel","Comparison","STATE_NAME","STATE_ABBR","COUNTY_FIPS","COUNTY_NAME"
"1","12","Florida","FL","12001","Alachua County","12001","Alachua County, Florida",875.644952844696,279729,0,123751,166,108597,1024,74755,3179,7111,929,35430,1602,10776,942,21942,1608,41025,55,49377,44,31832,1528,5737,753,2855,500,113055,722,25263,1454,8155,655,2089,447,7763,846,18471,379,28.4,1.2,5.1,0.7,32.6,1.4,6.4,0.6,7.9,0.6,14.7,0.1,17.7,0.1,11.5,0.6,5.2,0.7,1.1,0.2,40.4,0.3,20.4,1.2,6.6,0.5,2,0.4,7.1,0.8,6.6,0.1,0.7315,0.5787,0.9742,0.1495,0.4556,2.8895,0.629,0.1295,0.0986,0.1311,0.4486,0.6131,1.4209,0.0309,0.7881,0.7881,0.7881,0.9755,0.3411,0.5415,0.7346,0.8727,3.4654,0.9357,8.5639,0.6099,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,311372,13547,1191,53526,862,30387,0,16581,642,429,113,164,56,10564,1283,1404,545,12.5,1.1,19.1,0.3,10.9,0,5.9,0.2,0.2,0.1,0.1,0.1,3.8,0.5,0.5,0.2,"County","National","Florida","FL","12001","Alachua County"
"2","12","Florida","FL","12003","Baker County","12003","Baker County, Florida",585.229848181042,27969,0,9890,37,9004,228,5346,1094,595,258,1843,398,2812,467,2805,666,4170,181,6575,88,3822,396,641,260,92,146,6127,354,59,79,3446,467,198,119,363,157,2970,62,21.5,4.4,4.9,2.1,20.5,4.4,14.9,2.5,11.3,2.7,14.9,0.6,23.5,0.3,15.4,1.6,7.1,2.9,0.3,0.6,21.9,1.3,0.6,0.8,34.8,4.7,2.2,1.3,4,1.7,10.6,0.2,0.4209,0.5393,0.4079,0.7553,0.7121,2.8355,0.6118,0.1384,0.7117,0.4699,0.7601,0.2475,2.3276,0.4073,0.5558,0.5558,0.5558,0.1088,0.9736,0.6083,0.2491,0.9421,2.8819,0.7051,8.6008,0.6188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,24508,1237,292,3217,305,883,0,195,69,51,64,0,28,1770,467,11,22,13.7,3.2,11.5,1.1,3.2,0,0.7,0.2,0.2,0.2,0,0.2,6.3,1.7,0,0.1,"County","National","Florida","FL","12003","Baker County"
"3","12","Florida","FL","12005","Bay County","12005","Bay County, Florida",758.598038494114,181055,0,104428,65,74678,1150,37349,2376,3575,499,22029,1303,12469,960,24179,1838,32777,109,37708,0,34286,1588,5011,571,3099,560,45312,567,21822,1201,12296,872,2098,402,2971,441,2654,43,20.9,1.3,4,0.6,29.5,1.7,9.6,0.7,13.7,1,18.1,0.1,20.8,0,19.5,0.9,6.7,0.8,1.8,0.3,25,0.3,20.9,1.2,11.8,0.8,2.8,0.5,4,0.6,1.5,0,0.3904,0.3509,0.9268,0.4276,0.8221,2.9178,0.6405,0.3684,0.3443,0.7836,0.7127,0.7534,2.9624,0.8126,0.6083,0.6083,0.6083,0.9774,0.5711,0.7362,0.2491,0.3299,2.8637,0.6952,9.3522,0.7407,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,178356,7029,779,18507,691,12980,0,3681,359,405,150,237,43,8267,836,1235,650,9.4,1,10.2,0.4,7.2,0,2,0.2,0.2,0.1,0.1,0.1,4.6,0.5,0.7,0.4,"County","National","Florida","FL","12005","Bay County"
"4","12","Florida","FL","12007","Bradford County","12007","Bradford County, Florida",293.965915644978,27816,0,10771,47,9067,372,6787,1044,656,272,2576,453,3600,409,2615,430,4955,111,5474,62,4346,518,714,280,14,109,7633,118,530,200,3177,388,187,100,632,216,3769,55,28.4,4.4,5.8,2.4,28.4,4.9,17.9,2,10.9,1.8,17.8,0.4,19.7,0.2,18.1,2.2,7.9,3.1,0.1,0.4,27.4,0.4,4.9,1.9,29.5,3.6,2,1.1,7,2.3,13.5,0.2,0.7315,0.7082,0.896,0.861,0.6822,3.8789,0.9144,0.3427,0.237,0.6974,0.8422,0.0856,2.2049,0.3198,0.6354,0.6354,0.6354,0.6774,0.9405,0.5415,0.7203,0.9628,3.8425,0.9901,10.5617,0.8867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,24224,1496,301,4800,349,1315,0,260,8,17,16,0,28,1235,354,6,10,16.5,3.2,17.3,1.3,4.7,0,0.9,0.1,0.1,0.1,0,0.2,4.4,1.3,0,0.1,"County","National","Florida","FL","12007","Bradford County"
"5","12","Florida","FL","12009","Brevard County","12009","Brevard County, Florida",1014.9725441119,610723,0,290314,143,246650,1940,108284,4669,13911,1057,64892,2118,33334,1706,60648,2826,146692,12,110393,0,98179,3283,10840,1031,7554,993,170891,1371,37276,1397,20843,970,3779,560,11511,827,7565,127,18,0.8,4.9,0.4,26.3,0.8,7.3,0.4,10,0.5,24,0.1,18.1,0,16.3,0.5,4.4,0.4,1.3,0.2,28,0.2,12.8,0.5,7.2,0.3,1.5,0.2,4.7,0.3,1.2,0,0.2485,0.5393,0.8209,0.2294,0.6185,2.4566,0.4833,0.8403,0.1219,0.5479,0.2787,0.6612,2.45,0.4913,0.6424,0.6424,0.6424,0.916,0.3672,0.3608,0.3751,0.2119,2.231,0.3659,7.78,0.4817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,591383,21316,1113,56385,1649,69355,0,14281,983,773,177,460,103,25642,2034,3995,916,8.6,0.4,9.2,0.3,11.4,0,2.3,0.2,0.1,0.1,0.1,0.1,4.2,0.3,0.7,0.2,"County","National","Florida","FL","12009","Brevard County"
"6","12","Florida","FL","12011","Broward County","12011","Broward County, Florida",1202.90878875548,1940907,0,859621,309,741973,2621,402237,10517,60132,2324,271861,4969,138313,3625,268016,7560,335342,93,405002,18,213876,4286,51275,2117,136524,4382,1299607,2328,307284,4134,23268,1514,32926,1463,51202,1998,18434,226,20.9,0.5,5.8,0.2,36.6,0.7,10,0.3,13.9,0.4,17.3,0.1,20.9,0.1,11.1,0.2,6.9,0.3,7.4,0.2,67,0.1,35.8,0.5,2.7,0.2,4.4,0.2,6.9,0.3,0.9,0,0.3904,0.7082,0.9933,0.461,0.8326,3.3855,0.791,0.3003,0.3548,0.104,0.7337,0.9599,2.4527,0.4935,0.9481,0.9481,0.9481,0.9955,0.1254,0.8982,0.7073,0.1091,2.8355,0.6777,9.6218,0.7814,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,4,1844999,75275,2582,534904,3222,610462,0,69448,1152,2695,375,1037,151,65843,3711,15218,1590,10.1,0.3,27.6,0.2,31.5,0,3.6,0.1,0.1,0.1,0.1,0.1,3.4,0.2,0.8,0.1,"County","National","Florida","FL","12011","Broward County"
"7","12","Florida","FL","12013","Calhoun County","12013","Calhoun County, Florida",567.336192690894,13753,0,5680,30,4448,227,4003,670,173,86,892,218,2079,307,2348,457,2518,98,2683,2,2881,445,310,115,86,93,3404,130,35,29,1961,270,178,102,303,126,1798,23,33.6,5.6,3.7,1.8,20.1,4.8,20.7,3,19.6,3.8,18.3,0.7,19.5,0.1,24.1,3.7,7,2.6,0.7,0.7,24.8,0.9,0.7,0.5,34.5,4.7,4,2.3,6.8,2.8,13.1,0.2,0.8696,0.2924,0.3735,0.9316,0.9555,3.4226,0.7989,0.3926,0.2167,0.9481,0.7493,0.4776,2.7843,0.7124,0.6045,0.6045,0.6045,0.1254,0.9707,0.8721,0.6949,0.9612,3.6243,0.9628,10.4357,0.8756,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,1,0,0,1,2,5,11725,933,198,1707,140,874,0,31,36,146,87,0,23,558,210,88,97,21,4.3,12.4,1,6.4,0,0.2,0.3,1.1,0.6,0,0.4,4.1,1.5,0.6,0.7,"County","National","Florida","FL","12013","Calhoun County"
"8","12","Florida","FL","12015","Charlotte County","12015","Charlotte County, Florida",681.117432773254,189900,0,111330,74,84671,1102,35168,1917,4087,585,22854,1268,12712,916,19082,1510,76614,105,22419,0,40348,1932,2993,566,2437,521,33623,455,10433,805,12272,807,1067,247,3812,550,4007,94,18.9,1,5.7,0.8,27,1.5,8.1,0.6,10.2,0.8,40.3,0.1,11.8,0,21.7,1,3.5,0.7,1.3,0.3,17.7,0.2,9.4,0.7,11,0.7,1.3,0.3,4.5,0.6,2.1,0,0.294,0.6939,0.8482,0.3058,0.6328,2.7747,0.5908,0.9987,0.0048,0.8864,0.1339,0.6612,2.685,0.6554,0.489,0.489,0.489,0.8514,0.5367,0.2765,0.3369,0.5145,2.516,0.5145,8.4647,0.5953,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,180463,8565,831,9634,440,15266,0,2416,194,226,107,72,60,5347,651,662,262,10.1,1,5.1,0.2,8,0,1.3,0.1,0.1,0.1,0,0.1,2.8,0.3,0.3,0.1,"County","National","Florida","FL","12015","Charlotte County"
"9","12","Florida","FL","12017","Citrus County","12017","Citrus County, Florida",581.92112740084,155173,0,82142,69,67551,981,37101,2777,3827,688,15899,1137,11843,967,16469,1527,56413,103,22889,0,33132,1710,2511,483,1151,343,21340,433,1178,284,17019,818,856,233,3155,422,2767,37,24.4,1.8,7.2,1.2,23.5,1.6,9.6,0.8,10.8,1,36.4,0.1,14.8,0,21.7,1.1,3.7,0.7,0.8,0.2,13.8,0.3,1.4,0.3,20.7,1,1.3,0.3,4.7,0.6,1.8,0,0.5651,0.8616,0.6583,0.4276,0.6742,3.1868,0.7321,0.9952,0.0207,0.8864,0.1607,0.518,2.581,0.5857,0.3977,0.3977,0.3977,0.2494,0.8253,0.2765,0.3751,0.4321,2.1584,0.3264,8.3239,0.5698,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,148035,7837,724,3305,663,9981,0,2128,301,435,147,42,46,4809,769,640,310,11.6,1.1,2.1,0.4,6.4,0,1.4,0.2,0.3,0.1,0,0.1,3.1,0.5,0.4,0.2,"County","National","Florida","FL","12017","Citrus County"
"10","12","Florida","FL","12019","Clay County","12019","Clay County, Florida",604.597465816882,219650,0,85593,73,79704,770,36202,3547,4676,686,17393,1346,11348,1107,18883,1826,36299,52,50346,83,28849,1589,4953,737,3002,701,65818,522,3934,554,10665,937,1623,467,2898,578,1737,18,16.7,1.6,4.3,0.6,21.8,1.7,7.5,0.7,8.7,0.8,16.5,0.1,22.9,0.1,13.4,0.7,6.2,0.9,1.4,0.3,30,0.2,4.6,0.6,12.5,1.1,2,0.6,3.6,0.7,0.8,0,0.1957,0.4038,0.5177,0.2488,0.5256,1.8916,0.2978,0.2358,0.6312,0.2832,0.6408,0.6834,2.4744,0.5087,0.6647,0.6647,0.6647,0.6535,0.5962,0.5415,0.196,0.0875,2.0747,0.2857,7.1054,0.3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166530,4826,621,24542,1213,23711,0,6240,510,87,52,45,61,9708,1063,1485,810,6.1,0.8,11.2,0.6,10.8,0,2.8,0.2,0,0.1,0,0.1,4.4,0.5,0.7,0.4,"County","National","Florida","FL","12019","Clay County"
"11","12","Florida","FL","12021","Collier County","12021","Collier County, Florida",1996.84669388854,380221,0,229814,119,156768,2091,65160,3984,7238,1152,44957,1907,30512,1774,44493,2538,124784,76,63332,20,43042,1751,6635,830,27041,1891,146312,634,63061,2047,11189,876,6256,676,7270,949,4502,70,17.3,1.1,4.3,0.7,28.7,1.2,10.5,0.6,11.8,0.7,32.8,0.1,16.7,0.1,11.4,0.5,4.2,0.5,7.4,0.5,38.5,0.2,27.4,0.9,4.9,0.4,4,0.4,4.6,0.6,1.2,0,0.2173,0.4038,0.9052,0.5002,0.7391,2.7656,0.588,0.9844,0.0592,0.1254,0.2412,0.9599,2.3701,0.4362,0.7636,0.7636,0.7636,0.9895,0.2529,0.8721,0.3551,0.2119,2.6815,0.5953,8.5808,0.6141,0,0,1,0,0,1,1,0,0,0,1,2,0,0,1,0,0,0,0,1,4,378225,14560,1215,24232,722,108822,0,5338,362,227,147,4,8,6825,944,864,463,9.3,0.7,6.4,0.2,28.6,0,1.4,0.1,0.1,0.1,0,0.1,1.8,0.2,0.2,0.1,"County","National","Florida","FL","12021","Collier County"
"12","12","Florida","FL","12023","Columbia County","12023","Columbia County, Florida",797.37672491267,69832,0,29835,38,26391,427,18332,1351,2047,390,5583,622,6895,769,8594,837,13720,103,15466,41,13216,1023,1638,361,454,222,19949,260,1275,309,10791,669,943,273,1187,310,4475,40,28.2,2.1,6.9,1.3,21.2,2.3,14.2,1.6,13.2,1.3,19.6,0.1,22.1,0.1,20.2,1.6,6.2,1.4,0.7,0.3,28.6,0.4,4.3,1,36.2,2.2,3.6,1,4.5,1.2,6.4,0.1,0.7245,0.8403,0.4693,0.7184,0.8015,3.554,0.8311,0.5231,0.5138,0.8218,0.6408,0.4776,2.9771,0.818,0.6487,0.6487,0.6487,0.6287,0.9803,0.8412,0.3369,0.8664,3.6535,0.9701,10.8333,0.9138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,69190,4025,537,11590,473,4730,0,659,157,67,39,21,32,2387,519,495,245,15.3,2,16.6,0.7,6.8,0,0.9,0.2,0.1,0.1,0,0.1,3.4,0.7,0.7,0.4,"County","National","Florida","FL","12023","Columbia County"
"13","12","Florida","FL","12027","DeSoto County","12027","DeSoto County, Florida",636.694471024274,34258,0,15567,79,12340,392,13082,1316,1331,556,2957,443,6720,639,6388,836,7630,103,6261,20,6209,689,1019,242,1890,458,15790,89,340,149,4781,408,750,224,765,205,3176,143,40.1,4,9.7,4,24,3.5,26.9,2.5,19.6,2.6,22.3,0.3,18.3,0.1,19,2.1,8.3,1.9,5.8,1.4,46.1,0.3,2.1,1,30.7,2.6,6,1.8,6.2,1.6,9.3,0.4,0.9586,0.9609,0.6892,0.9831,0.9555,4.5473,0.992,0.7525,0.1343,0.7572,0.8762,0.9411,3.4613,0.9656,0.8447,0.8447,0.8447,0.3659,0.9523,0.951,0.6223,0.9268,3.8183,0.9876,12.6716,0.9981,1,1,0,1,1,4,0,0,0,0,1,1,0,0,0,1,1,0,1,3,8,30087,2946,378,4180,215,10979,0,54,68,52,24,4,8,459,211,62,70,23.9,2.9,12.2,0.6,32,0,0.2,0.2,0.2,0.1,0,0.1,1.3,0.6,0.2,0.2,"County","National","Florida","FL","12027","Desoto County"
"14","12","Florida","FL","12029","Dixie County","12029","Dixie County, Florida",705.034217687082,16737,0,9304,49,6164,338,4948,774,293,104,964,221,2408,363,2434,411,3969,93,2985,72,3905,389,170,96,106,116,2834,18,15,27,4707,338,297,117,314,139,1536,40,32.7,5.1,5.1,1.8,15.6,3.5,19.2,2.9,16,2.7,23.7,0.6,17.8,0.4,25.7,2.6,2.8,1.5,0.7,0.7,16.9,0.1,0.2,0.3,50.6,3.6,4.8,1.9,5.1,2.2,9.2,0.2,0.8514,0.5787,0.0853,0.9023,0.8902,3.3079,0.7681,0.8288,0.1018,0.9698,0.0675,0.4776,2.4455,0.4884,0.4699,0.4699,0.4699,0.0414,0.9981,0.9176,0.4454,0.9255,3.328,0.8944,9.5513,0.7719,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,3,5,14222,1701,380,1337,185,751,0,51,32,75,90,0,23,608,201,12,18,27.6,5.7,8,1.1,4.5,0,0.3,0.2,0.4,0.5,0,0.3,3.6,1.2,0.1,0.1,"County","National","Florida","FL","12029","Dixie County"
"15","12","Florida","FL","12031","Duval County","12031","Duval County, Florida",762.616912435794,995708,0,437330,269,396132,1952,226783,6164,23638,1437,124863,3257,63382,2614,113905,4807,146674,59,222816,0,126134,3111,31319,1622,25458,1956,496621,1993,84127,3322,17484,1266,8843,1018,28321,1640,23771,539,23.3,0.6,4.7,0.3,31.5,0.8,9.3,0.4,11.7,0.5,14.7,0.1,22.4,0,13,0.3,7.9,0.4,2.7,0.2,49.9,0.2,19.3,0.8,4,0.3,2.3,0.3,7.1,0.4,2.4,0.1,0.5119,0.4954,0.9625,0.4031,0.734,3.1069,0.7105,0.1295,0.5616,0.2514,0.8422,0.8361,2.6208,0.6144,0.8711,0.8711,0.8711,0.9707,0.1976,0.636,0.7346,0.5765,3.1154,0.8062,9.7142,0.7935,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1125589,42301,2024,287418,2335,109800,0,46484,1434,1310,269,650,219,43762,2603,7197,1656,10.7,0.5,28.9,0.2,11,0,4.7,0.1,0.1,0.1,0.1,0.1,4.4,0.3,0.7,0.2,"County","National","Florida","FL","12031","Duval County"
"16","12","Florida","FL","12033","Escambia County","12033","Escambia County, Florida",656.993752400012,321296,0,146123,275,126537,945,72116,3313,9275,924,37080,1639,20152,1257,35489,2217,56282,67,66849,109,51287,1860,8869,880,3887,640,119257,682,16428,1087,8687,735,2433,432,8689,913,18385,523,23.9,1.1,6.2,0.6,29.3,1.3,9.2,0.6,11.6,0.7,17.5,0.1,20.8,0.1,16.8,0.6,7,0.7,1.3,0.2,37.1,0.2,11.2,0.7,5.9,0.5,2,0.3,6.9,0.7,5.7,0.2,0.5444,0.7671,0.9201,0.3958,0.7273,3.3547,0.783,0.3159,0.3443,0.5953,0.7493,0.6612,2.666,0.644,0.7474,0.7474,0.7474,0.8899,0.3073,0.5415,0.7073,0.8422,3.2882,0.8801,10.0563,0.839,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,340491,15133,964,69147,1464,19636,0,9296,673,646,151,282,103,19114,1810,1136,424,12,0.8,21.5,0.5,6.1,0,2.9,0.2,0.2,0.1,0.1,0.1,5.9,0.6,0.4,0.1,"County","National","Florida","FL","12033","Escambia County"
"17","12","Florida","FL","12035","Flagler County","12035","Flagler County, Florida",486.191085552096,117515,0,56326,52,47549,607,20229,1794,1887,376,12906,1009,7037,853,13209,1466,36297,66,19306,33,17989,1227,2036,387,2660,632,31319,459,3887,477,2237,342,315,127,1703,367,715,18,17.4,1.5,3.8,0.7,27.1,2.1,7.7,0.9,11.3,1.3,30.9,0.1,16.4,0.1,15.4,1,4.2,0.8,2.3,0.6,26.7,0.4,6.9,0.8,4,0.6,0.6,0.3,3.6,0.8,0.6,0,0.2214,0.3115,0.8517,0.2692,0.7121,2.3659,0.4559,0.9736,0.0519,0.4699,0.2412,0.8066,2.5432,0.5597,0.6277,0.6277,0.6277,0.7824,0.1976,0.0722,0.196,0.0538,1.302,0.0554,6.8388,0.3121,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,96697,8459,823,10770,448,13212,0,2776,363,163,116,132,173,3854,577,412,334,17.8,1.7,9.2,0.4,11.2,0,2.4,0.3,0.1,0.1,0.1,0.1,3.3,0.5,0.4,0.3,"County","National","Florida","FL","12035","Flagler County"
"18","12","Florida","FL","12037","Franklin County","12037","Franklin County, Florida",544.9983591647,12276,0,8415,22,4761,229,3591,543,414,202,1062,200,1905,316,1902,400,3103,58,1932,0,2507,371,149,88,164,129,2791,294,186,88,1409,233,98,81,316,123,1544,21,33.5,5.1,8.9,4.2,22.3,4.1,19.6,3.3,17.7,3.7,25.3,0.5,15.7,0,23.3,3.5,3.1,1.8,1.4,1.1,22.7,2.4,2.2,1,16.7,2.8,2.1,1.7,6.6,2.5,12.6,0.2,0.868,0.9408,0.5574,0.9087,0.9281,4.203,0.9644,0.8867,0.035,0.929,0.0907,0.6834,2.6248,0.6176,0.5711,0.5711,0.5711,0.3853,0.7238,0.5759,0.6723,0.959,3.3163,0.8902,10.7152,0.9017,0,1,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,5,11524,723,200,1321,168,674,0,44,52,9,16,0,23,557,265,186,213,15.2,4,10.8,1.4,5.5,0,0.4,0.4,0.1,0.1,0,0.4,4.5,2.2,1.5,1.7,"County","National","Florida","FL","12037","Franklin County"
"19","12","Florida","FL","12039","Gadsden County","12039","Gadsden County, Florida",516.374854190764,43746,0,18946,45,15885,386,14519,1296,734,228,3745,489,6020,576,5828,770,8416,90,9673,0,8195,763,1339,286,1022,293,29866,127,212,127,5193,506,319,110,1555,309,3671,75,35.5,3.2,4.3,1.3,23.6,3,19.7,1.9,14.2,1.9,19.2,0.2,22.1,0,19.9,1.9,8.4,1.8,2.5,100,68.3,0.3,1.1,0.7,27.4,2.7,2,0.7,9.8,1.9,8.4,0.2,0.9087,0.4038,0.664,0.9131,0.8428,3.7324,0.8855,0.4871,0.5138,0.805,0.8826,0.8244,3.5129,0.971,0.9532,0.9532,0.9532,0.1969,0.9224,0.5415,0.9144,0.9109,3.4861,0.9405,11.6846,0.9742,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,0,1,1,3,6,41305,4467,467,23853,380,4874,0,17,22,144,130,0,31,943,354,35,35,28.1,2.8,54.5,0.9,11.1,0,0,0.1,0.3,0.3,0,0.1,2.2,0.8,0.1,0.1,"County","National","Florida","FL","12039","Gadsden County"
"20","12","Florida","FL","12041","Gilchrist County","12041","Gilchrist County, Florida",349.694732374242,18070,0,7579,27,6872,175,4024,666,244,95,1125,231,1807,283,2309,419,3628,47,3591,73,3451,507,505,142,298,127,2272,40,18,14,3677,298,192,92,516,144,1000,27,23.7,3.9,3.1,1.2,16.4,3.3,14,2.2,13.5,2.5,20.1,0.3,19.9,0.4,20.2,3,7.3,2.1,1.7,0.7,12.6,0.2,0.2,0.2,48.5,3.9,2.8,1.3,7.5,2.1,5.5,0.1,0.5336,0.1864,0.1193,0.7092,0.8129,2.3614,0.455,0.5784,0.2507,0.8218,0.7817,0.7369,3.1695,0.896,0.3697,0.3697,0.3697,0.0414,0.9968,0.7362,0.7792,0.8361,3.3897,0.9141,9.2903,0.7337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,13831,1487,259,563,96,1125,0,47,39,11,11,3,5,505,95,18,21,21.6,3.8,3.1,0.5,6.2,0,0.3,0.2,0.1,0.1,0,0.1,2.8,0.5,0.1,0.1,"County","National","Florida","FL","12041","Gilchrist County"
